OBJECTID,X,Y,Latitude,Longitude,Date,AnimalType,Crash_Seve,County,Crash_Date_Original,Crash_Time_Original,Crash_Time,Primary_St,Distance,Dir,Secondary_,Weather,Fatalities,Injured,Property_D,Injury_Typ,Crash_Type,Total_Vehi,V1_Type,V1_Dir,V1_Driver_,V1_Lane_Nu,V1_Action,V1_Driver1,V1_Drive_1,V1_Vehicle,V1_Most_Ha,V1_All_Eve,V2_Type,V2_Dir,V2_Driver_,V2_Lane_Nu,V2_Action,V2_Driver1,V2_Drive_1,V2_Vehicle,V2_Most_Ha,V2_All_Eve,First_Harm,Nonmotoris,Factors_Ro,Lighting,HWY_Factor,Agency,Accident_R,Pedalcycli,Pedestrian,Motorcycli,CrashDateT,GlobalID
299006,251857.3326,4389654.487,39.62,-119.9,2015-04-03,UNKNOWN,PROPERTY DAMAGE ONLY,WASHOE,Fri Apr 03 00:00:00 PDT 2015,Sun Dec 31 21:18:00 PST 1899,21:18:00,US395S,2640,N,MILE MARKER 34.37,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2176806,Null,Null,Null,2015-04-04T04:18:00.000Z,{1AB5182E-16F0-44D7-8424-37DD7B4C6A1A}
296750,419991.8865,4305428.245,38.89,-117.9,2015-04-03,CATTLE,INJURY CRASH,NYE,Fri Apr 03 00:00:00 PDT 2015,Sun Dec 31 22:06:00 PST 1899,22:06:00,SR361,1056,S,MILE MARKER 11,CLEAR,-9999,1,Null,B,NON-COLLISION,1,PICKUP,S,66,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,CATTLE: RAN OFF ROAD RIGHT: OVERTURN/ROLLOVER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2176811,Null,Null,Null,2015-04-04T05:06:00.000Z,{FF128AF2-A821-4BDE-BB30-DC9CB97EEF1D}
295110,715803.6733,4166669.229,37.62,-114.6,2015-04-10,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Fri Apr 10 00:00:00 PDT 2015,Sun Dec 31 19:50:00 PST 1899,19:50:00,US93N,1584,S,MILE MARKER 91,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,25,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2177163,Null,Null,Null,2015-04-11T02:50:00.000Z,{EFF9580E-1239-4B28-8B6F-16D2C775DFEA}
294903,262451.2038,4367432.665,39.42,-119.8,2015-04-17,CATTLE,PROPERTY DAMAGE ONLY,WASHOE,Fri Apr 17 00:00:00 PDT 2015,Sun Dec 31 00:09:00 PST 1899,0:09:00,US395A,300,S,BISHOP MANOGUE DR,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2177472,Null,Null,Null,2015-04-17T07:09:00.000Z,{C475E637-B3E9-4CB7-8C74-BE85EBF72D38}
295380,431888.5559,4530765.225,40.93,-117.8,2015-04-24,HORSE,PROPERTY DAMAGE ONLY,HUMBOLDT,Fri Apr 24 00:00:00 PDT 2015,Sun Dec 31 20:29:00 PST 1899,20:29:00,ROSE CREEK RD,2435,E,SR796,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2177870,Null,Null,Null,2015-04-25T03:29:00.000Z,{FF0A2F7F-5DAC-45DB-B412-F47260763E40}
297395,575916.6654,4224923.608,38.17,-116.1,2015-04-24,CATTLE,PROPERTY DAMAGE ONLY,NYE,Fri Apr 24 00:00:00 PDT 2015,Sun Dec 31 08:59:00 PST 1899,8:59:00,SR375,528,N,MILE MARKER 14,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,INACTIVE WORK ZONE,NHP,2177823,Null,Null,Null,2015-04-24T15:59:00.000Z,{76C03C41-4870-492D-A9D2-26D41088A314}
300768,612814.1672,4515433.934,40.78,-115.7,2015-08-07,DEER,PROPERTY DAMAGE ONLY,ELKO,Fri Aug 07 00:00:00 PDT 2015,Sun Dec 31 06:35:00 PST 1899,6:35:00,SR227,2100,N,MILE MARKER 8,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,N,27,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAWN,ANIMAL IN ROADWAY,NHP,2182789,Null,Null,Null,2015-08-07T13:35:00.000Z,{148EE121-E65D-424E-BE38-927EABADEE6A}
336752,245780.4475,4348557.129,39.25,-119.9,2015-08-07,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Aug 07 00:00:00 PDT 2015,Sun Dec 31 22:34:00 PST 1899,22:34:00,SR28,100,S,SOUTHWOOD BLVD E,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,STATION WAGON,N,39,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2294682,Null,Null,Null,2015-08-08T05:34:00.000Z,{6D9BFA68-AA8F-49B2-9F94-141AC5890F2E}
299826,596285.0783,4615667.803,41.69,-115.8,2015-08-21,DEER,PROPERTY DAMAGE ONLY,ELKO,Fri Aug 21 00:00:00 PDT 2015,Sun Dec 31 21:19:00 PST 1899,21:19:00,SR225,0,Null,MILE MARKER 95,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HARDTOP, 4 DOOR",S,41,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2196871,Null,Null,Null,2015-08-22T04:19:00.000Z,{52E27EEE-C97C-47A6-8985-3DCB43F7883F}
299924,607926.7314,4518201.363,40.81,-115.7,2015-08-21,CATTLE,PROPERTY DAMAGE ONLY,ELKO,Fri Aug 21 00:00:00 PDT 2015,Sun Dec 31 23:53:00 PST 1899,23:53:00,SR227,375,N,MILE MARKER 4,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,S,16,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2196877,Null,Null,Null,2015-08-22T06:53:00.000Z,{617575B0-0F00-4FBB-8AAE-2DB2178E953C}
302458,607926.7314,4518201.363,40.81,-115.7,2015-08-21,CATTLE,PROPERTY DAMAGE ONLY,ELKO,Fri Aug 21 00:00:00 PDT 2015,Sun Dec 31 23:53:00 PST 1899,23:53:00,SR227,375,N,MILE MARKER 4,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",S,51,1,GOING STRAIGHT,HAD BEEN DRINKING,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2196878,Null,Null,Null,2015-08-22T06:53:00.000Z,{4D2865A6-48CC-4F85-A7FF-4845E8766695}
317014,678243.9812,4017556.134,36.29,-115,2015-08-21,BIG HORN SHEEP,PROPERTY DAMAGE ONLY,CLARK,Fri Aug 21 00:00:00 PDT 2015,Sun Dec 31 19:04:00 PST 1899,19:04:00,IR15N,1320,N,SPEEDWAY BLVD E/W TO IR15N INT53,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 4 DOOR",N,64,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BIG HORN SHEEP,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,NONE,NHP,2295361,Null,Null,Null,2015-08-22T02:04:00.000Z,{6A2CCE01-8F01-4F4F-B78C-A3676C0200FD}
300091,624016.8295,4154842.712,37.53,-115.6,2015-08-28,CATTLE,PROPERTY DAMAGE ONLY,LINCOLN,Fri Aug 28 00:00:00 PDT 2015,Sun Dec 31 22:25:00 PST 1899,22:25:00,SR375,2640,N,MILE MARKER 22,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,67,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2197231,Null,Null,Null,2015-08-29T05:25:00.000Z,{020FB086-6E5A-4411-8DE7-5AF3CA035C67}
300532,403535.2808,4245337.083,38.35,-118.1,2015-08-28,BURRO,PROPERTY DAMAGE ONLY,MINERAL,Fri Aug 28 00:00:00 PDT 2015,Sun Dec 31 21:35:00 PST 1899,21:35:00,US95N,100,S,MILE MARKER 13,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,MOTORIZED HOME,S,52,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,"BURRO: RAN OFF ROAD RIGHT: OTHER POST, POLE OR SUPPORT",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2197227,Null,Null,Null,2015-08-29T04:35:00.000Z,{F96B53D0-5FA1-4093-AA22-AB34554E4908}
318196,684784.4319,4474468.853,40.4,-114.8,2015-12-04,ELK,PROPERTY DAMAGE ONLY,ELKO,Fri Dec 04 00:00:00 PST 2015,Sun Dec 31 02:51:00 PST 1899,2:51:00,US93N,197,N,MILE MARKER 22,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,41,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,ELK,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2213371,Null,Null,Null,2015-12-04T10:51:00.000Z,{C0135959-EE65-4ECA-BF58-95720471E296}
318361,254107.8284,4378975.898,39.53,-119.9,2015-12-11,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Dec 11 00:00:00 PST 2015,Sun Dec 31 19:35:00 PST 1899,19:35:00,IR80W,528,E,MILE MARKER 10.70,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",W,41,3,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2213789,Null,Null,Null,2015-12-12T03:35:00.000Z,{7C435EF4-E03D-4CD7-8655-74D35F30DD62}
318362,635943.2125,4038870.696,36.49,-115.5,2015-12-11,BURRO,PROPERTY DAMAGE ONLY,CLARK,Fri Dec 11 00:00:00 PST 2015,Sun Dec 31 21:14:00 PST 1899,21:14:00,US95S,100,S,MILE MARKER 107,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 4 DOOR",S,52,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BURRO,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2213795,Null,Null,Null,2015-12-12T05:14:00.000Z,{958C91FE-BFB6-477A-9945-4D71547C7D99}
397934,286055.7978,4381455.854,39.56,-119.5,2015-12-18,HORSE,PROPERTY DAMAGE ONLY,STOREY,Fri Dec 18 00:00:00 PST 2015,Sun Dec 31 03:49:00 PST 1899,3:49:00,SR439,0,Null,ELECTRIC AVE N,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",N,18,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,STSO,2228154,Null,Null,Null,2015-12-18T11:49:00.000Z,{02F56E2D-FED7-4CC2-9165-F62B40A0FA9F}
304046,244768.8864,4325102.155,39.04,-119.9,2015-12-18,DEER,PROPERTY DAMAGE ONLY,DOUGLAS,Fri Dec 18 00:00:00 PST 2015,Sun Dec 31 17:44:00 PST 1899,17:44:00,US50,1000,W,CEDAR RIDGE,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,INACTIVE WORK ZONE,DCSO,2207108,Null,Null,Null,2015-12-19T01:44:00.000Z,{129F81CB-ADE0-42E1-93EE-992DF63D68FF}
319476,703623.5625,4550250.5,41.08,-114.6,2015-12-18,DEER,PROPERTY DAMAGE ONLY,ELKO,Fri Dec 18 00:00:00 PST 2015,Sun Dec 31 16:00:00 PST 1899,16:00:00,IR80E,200,E,MILE MARKER 95,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,E,72,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2214213,Null,Null,Null,2015-12-19T00:00:00.000Z,{1DFAA81D-5ABA-4B76-A7D3-6F51C86CAFDD}
319485,621606.4075,4509240.701,40.73,-115.6,2015-12-18,DEER,PROPERTY DAMAGE ONLY,ELKO,Fri Dec 18 00:00:00 PST 2015,Sun Dec 31 07:10:00 PST 1899,7:10:00,SR227,1050,N,MILE MARKER 15,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",N,62,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,NONE,NHP,2214233,Null,Null,Null,2015-12-18T15:10:00.000Z,{1E0A1B89-EC52-423D-AD1C-AE0864DFD783}
323645,703622.2995,4550280.648,41.08,-114.6,2015-12-18,DEER,PROPERTY DAMAGE ONLY,ELKO,Fri Dec 18 00:00:00 PST 2015,Sun Dec 31 03:45:00 PST 1899,3:45:00,IR80W,0,Null,MILE MARKER 95.04,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,W,56,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - UNKNOWN LIGHTING,NONE,NHP,2214157,Null,Null,Null,2015-12-18T11:45:00.000Z,{C6F28C47-ACD9-4C16-A9B2-94374E2968F0}
319686,636755.9026,4038349.429,36.48,-115.5,2015-12-25,BURRO,INJURY CRASH,CLARK,Fri Dec 25 00:00:00 PST 2015,Sun Dec 31 04:49:00 PST 1899,4:49:00,US95N,2000,N,SR156,CLEAR,-9999,1,Null,B,NON-COLLISION,1,"SEDAN, 4 DOOR",N,27,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BURRO,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2214660,Null,Null,Null,2015-12-25T12:49:00.000Z,{722E96FC-2632-4033-BF2E-9E6FE570C1F7}
288605,256084.157,4354180.201,39.3,-119.8,2015-02-06,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Feb 06 00:00:00 PST 2015,Sun Dec 31 13:59:00 PST 1899,13:59:00,US395A,400,S,DAVIS CREEK PARK RD,RAIN,-9999,-9999,PDO,Null,NON-COLLISION,1,UTILITY,N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2174148,Null,Null,Null,2015-02-06T21:59:00.000Z,{9FA12295-7746-4CF4-9716-9E04F4A538B3}
286445,716760.6373,4166664.204,37.62,-114.5,2015-02-20,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Fri Feb 20 00:00:00 PST 2015,Sun Dec 31 18:16:00 PST 1899,18:16:00,US93N,528,N,MILE MARKER 92,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 4 DOOR",S,60,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2174841,Null,Null,Null,2015-02-21T02:16:00.000Z,{D72F21B7-61A2-4F80-9EBA-F800179B72DD}
287139,242221.279,4377422.931,39.51,-120,2015-02-20,DEER,PROPERTY DAMAGE ONLY,WASHOE,Fri Feb 20 00:00:00 PST 2015,Sun Dec 31 18:05:00 PST 1899,18:05:00,IR80E,528,W,MILE MARKER 3,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2174839,Null,Null,Null,2015-02-21T02:05:00.000Z,{63746901-CC32-48D3-95CE-0B0E41BAE290}
286793,486513.8365,4436059.503,40.07,-117.2,2015-01-02,DEER,PROPERTY DAMAGE ONLY,LANDER,Fri Jan 02 00:00:00 PST 2015,Sun Dec 31 21:57:00 PST 1899,21:57:00,SR305,779,N,MILE MARKER 75,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,HATCHBACK/FASTBACK,S,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,INACTIVE WORK ZONE,NHP,2172557,Null,Null,Null,2015-01-03T05:57:00.000Z,{81B8EBAF-BDB4-4C7C-B930-D08A7043DA23}
286491,710659.8664,4322105.131,39.02,-114.6,2015-01-09,DEER,PROPERTY DAMAGE ONLY,WHITE PINE,Fri Jan 09 00:00:00 PST 2015,Sun Dec 31 18:35:00 PST 1899,18:35:00,US93N,500,N,MILE MARKER 26,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,SEMI,N,52,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2172821,Null,Null,Null,2015-01-10T02:35:00.000Z,{56EBD96B-CE5C-4D62-B23F-FFAE5D183186}
397933,286300.2816,4380654.435,39.55,-119.5,2015-01-09,CATTLE,PROPERTY DAMAGE ONLY,STOREY,Fri Jan 09 00:00:00 PST 2015,Sun Dec 31 17:30:00 PST 1899,17:30:00,SR439,528,N,MILE MARKER 9,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,NHP,2284437,Null,Null,Null,2015-01-10T01:30:00.000Z,{94F32DEF-E032-47FD-822E-0B052EE02A4D}
286717,352173.1751,4370901.662,39.48,-118.7,2015-01-16,CATTLE,PROPERTY DAMAGE ONLY,CHURCHILL,Fri Jan 16 00:00:00 PST 2015,Sun Dec 31 02:42:00 PST 1899,2:42:00,US50,1000,W,MILE MARKER 24,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,SEMI,E,44,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2173168,Null,Null,Null,2015-01-16T10:42:00.000Z,{C1573FC1-FABA-4C67-A40E-FC2AD05F4196}
286915,352173.1751,4370901.662,39.48,-118.7,2015-01-16,CATTLE,PROPERTY DAMAGE ONLY,CHURCHILL,Fri Jan 16 00:00:00 PST 2015,Sun Dec 31 02:42:00 PST 1899,2:42:00,US50,1000,W,MILE MARKER 24,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",W,36,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2173167,Null,Null,Null,2015-01-16T10:42:00.000Z,{95EA5EE4-7B0A-42D9-82EB-83EF868AE8BF}
286394,711912.5315,4220273.992,38.11,-114.6,2015-01-23,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Fri Jan 23 00:00:00 PST 2015,Sun Dec 31 03:15:00 PST 1899,3:15:00,US93N,100,S,MILE MARKER 133,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,PICKUP,N,35,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2173452,Null,Null,Null,2015-01-23T11:15:00.000Z,{EF608BD7-D5A5-455A-80E8-D35E643B12BA}
321810,300052.0839,4401601.539,39.74,-119.3,2015-01-30,CATTLE,PROPERTY DAMAGE ONLY,WASHOE,Fri Jan 30 00:00:00 PST 2015,Sun Dec 31 21:00:00 PST 1899,21:00:00,SR447,0,Null,MILE MARKER 9,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",N,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NONE,PDTP,2304210,Null,Null,Null,2015-01-31T05:00:00.000Z,{A9FBD96C-410C-499C-B2D0-3DBF525010ED}
296151,664529.9544,4364557.926,39.41,-115.1,2015-07-03,ELK,PROPERTY DAMAGE ONLY,WHITE PINE,Fri Jul 03 00:00:00 PDT 2015,Sun Dec 31 02:45:00 PST 1899,2:45:00,US50,2640,E,MILE MARKER 50,CLOUDY,-9999,-9999,PDO,Null,NON-COLLISION,1,"SEDAN, 4 DOOR",E,29,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,ELK,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,NONE,NHP,2181313,Null,Null,Null,2015-07-03T09:45:00.000Z,{B648761F-3758-4B55-9AE2-D54CA326A17F}
298485,284978.7023,4354758.208,39.32,-119.5,2015-07-03,DEER,PROPERTY DAMAGE ONLY,LYON,Fri Jul 03 00:00:00 PDT 2015,Sun Dec 31 05:02:00 PST 1899,5:02:00,US50,2000,E,MILE MARKER 13,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,"HATCHBACK, 4 DOOR",E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,NHP,2181301,Null,Null,Null,2015-07-03T12:02:00.000Z,{90AE5B18-BFC4-4C99-A9D3-6CC1E9C698C5}
298576,682473.2054,4345519.808,39.24,-114.9,2015-07-10,DEER,INJURY CRASH,WHITE PINE,Fri Jul 10 00:00:00 PDT 2015,Sun Dec 31 21:15:00 PST 1899,21:15:00,US6,0,Null,MILE MARKER 37,CLEAR,-9999,1,Null,C,NON-COLLISION,1,"SEDAN, 4 DOOR",E,63,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - SPOT LIGHTING,ANIMAL IN ROADWAY,NHP,2181706,Null,Null,Null,2015-07-11T04:15:00.000Z,{498400F8-76CE-40BC-9D7B-36201B707E7E}
299879,665567.958,4361713.337,39.39,-115.1,2015-07-10,DEER,PROPERTY DAMAGE ONLY,WHITE PINE,Fri Jul 10 00:00:00 PDT 2015,Sun Dec 31 17:32:00 PST 1899,17:32:00,US50,10,W,MILE MARKER 52,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,CARRY-ALL,E,64,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,ANIMAL IN ROADWAY,NHP,2195975,Null,Null,Null,2015-07-11T00:32:00.000Z,{EA25F7FB-5DB8-4906-B538-11C938AEDD7D}
302423,481054.6822,4366068.373,39.44,-117.2,2015-07-24,OTHER ANIMAL,PROPERTY DAMAGE ONLY,LANDER,Fri Jul 24 00:00:00 PDT 2015,Sun Dec 31 21:30:00 PST 1899,21:30:00,SR722,750,W,MILE MARKER 35,CLEAR,-9999,-9999,PDO,Null,NON-COLLISION,1,SEDAN,W,19,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,OTHER ANIMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2196055,Null,Null,Null,2015-07-25T04:30:00.000Z,{76656C49-06D1-4168-BCCC-C994EE82B893}
298311,719682.6365,4166522.25,37.62,-114.5,2015-07-24,HORSE,INJURY CRASH,LINCOLN,Fri Jul 24 00:00:00 PDT 2015,Sun Dec 31 00:28:00 PST 1899,0:28:00,US93N,1200,S,MILLER LN,CLOUDY,-9999,3,Null,B,NON-COLLISION,1,"SEDAN, 4 DOOR",N,31,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,ANIMAL IN ROADWAY,NHP,2182293,Null,Null,Null,2015-07-24T07:28:00.000Z,{BBC63D68-E88C-4FB8-8B74-E5724B177510}
