OBJECTID,X,Y,Latitude,Longitude,Date,AnimalType,Crash_Seve,County,Crash_Date_Original,Crash_Time_Original,Crash_Time,Primary_St,Distance,Dir,Secondary_,Weather,Fatalities,Injured,Property_D,Injury_Typ,Crash_Type,Total_Vehi,V1_Type,V1_Dir,V1_Driver_,V1_Lane_Nu,V1_Action,V1_Driver1,V1_Drive_1,V1_Vehicle,V1_Most_Ha,V1_All_Eve,V2_Type,V2_Dir,V2_Driver_,V2_Lane_Nu,V2_Action,V2_Driver1,V2_Drive_1,V2_Vehicle,V2_Most_Ha,V2_All_Eve,First_Harm,Nonmotoris,Factors_Ro,Lighting,HWY_Factor,Agency,Accident_R,Pedalcycli,Pedestrian,Motorcycli,CrashDateT,GlobalID
384962,647941.2229,4151451.417,37.5,-115.3,2017-05-18,CATTLE,PROPERTY DAMAGE ONLY,LINCOLN,Thu May 18 00:00:00 PDT 2017,Sun Dec 31 18:01:00 PST 1899,18:01:00,SR375,1000,E,MILE MARKER 43,CLOUDY,-9999,-9999,PDO,O,NON-COLLISION,1,UTILITY,E,76,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,DRY,NHP,2381753,Null,Null,Null,2017-05-19T01:01:00.000Z,{8BF200A4-DD52-4E12-9F29-03F5E2314D69}
395498,523404.0927,4501946.887,40.67,-116.7,2017-05-25,DOG/COYOTE,PROPERTY DAMAGE ONLY,LANDER,Thu May 25 00:00:00 PDT 2017,Sun Dec 31 20:25:00 PST 1899,20:25:00,IR80W,294,W,MILE MARKER 20,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,UTILITY,W,47,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DOG/COYOTE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2382152,Null,Null,Null,2017-05-26T03:25:00.000Z,{947D7D45-BF6D-4370-8BC7-BE4D4A8A37B8}
392932,661624.2636,4140242.535,37.39,-115.2,2017-05-25,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Thu May 25 00:00:00 PDT 2017,Sun Dec 31 05:15:00 PST 1899,5:15:00,US93N,120,S,MILE MARKER 41,CLOUDY,-9999,-9999,PDO,O,NON-COLLISION,1,CARRY-ALL,S,40,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAWN,DRY,NHP,2382098,Null,Null,Null,2017-05-25T12:15:00.000Z,{B90468D3-9B5D-49B6-9B9B-24304F37B927}
394604,486253.6247,4247611.072,38.38,-117.2,2017-05-25,DEER,PROPERTY DAMAGE ONLY,NYE,Thu May 25 00:00:00 PDT 2017,Sun Dec 31 05:37:00 PST 1899,5:37:00,SR376,2112,S,MILE MARKER 23,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,UTILITY,S,42,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,DRY,NHP,2382100,Null,Null,Null,2017-05-25T12:37:00.000Z,{F5429736-9C2B-4CDB-830C-5B5398493C6E}
396406,618598.375,4508873,40.72,-115.6,2017-05-25,DEER,PROPERTY DAMAGE ONLY,ELKO,Thu May 25 00:00:00 PDT 2017,Sun Dec 31 07:40:00 PST 1899,7:40:00,SR227,1600,N,MILE MARKER 13,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,CARRY-ALL,N,18,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,DRY,NHP,2382106,Null,Null,Null,2017-05-25T14:40:00.000Z,{FACA2268-D047-4E29-9E37-C8375115860D}
417679,256532.1037,4352804.291,39.29,-119.8,2017-11-02,DEER,INJURY CRASH,WASHOE,Thu Nov 02 00:00:00 PDT 2017,Sun Dec 31 07:23:00 PST 1899,7:23:00,IR580S,1056,S,MILE MARKER 6.00,CLEAR,-9999,1,Null,B,NON-COLLISION,1,"SEDAN, 4 DOOR",S,21,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,"DEER: RAN OFF ROAD LEFT: OTHER POST, POLE OR SUPPORT: OTHER POST, POLE OR SUPPORT: DITCH",Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAWN,DRY,NHP,2414537,Null,Null,Null,2017-11-02T14:23:00.000Z,{73ABBE36-790C-4FCE-9436-1A6BC014E202}
420862,246363.2088,4351123.808,39.27,-119.9,2017-11-02,DEER,PROPERTY DAMAGE ONLY,WASHOE,Thu Nov 02 00:00:00 PDT 2017,Sun Dec 31 19:15:00 PST 1899,19:15:00,SR431,150,E,APOLLO WAY,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,CARRY-ALL,W,58,1,GOING STRAIGHT,HAD BEEN DRINKING,Null,DRIVING TOO FAST FOR CONDITIONS,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2414593,Null,Null,Null,2017-11-03T02:15:00.000Z,{FE05A362-BFB9-4935-9423-A206D7B35726}
421612,671323.5262,4120220.005,37.21,-115.1,2017-11-02,DEER,INJURY CRASH,LINCOLN,Thu Nov 02 00:00:00 PDT 2017,Sun Dec 31 05:10:00 PST 1899,5:10:00,US93N,1575,S,MILE MARKER 27,CLEAR,-9999,1,Null,C,NON-COLLISION,1,"SEDAN, 4 DOOR",N,22,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,FAILURE TO KEEP IN PROPER LANE OR RUNNING OFF ROAD: UNSAFE LANE CHANGE,Null,RAN OFF ROAD RIGHT: GUARDRAIL FACE: OVERTURN/ROLLOVER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2414533,Null,Null,Null,2017-11-02T12:10:00.000Z,{6B0BB6C8-BFCD-4222-A7F7-A24528756D49}
415814,476824.3818,4526117.505,40.89,-117.3,2017-11-09,OTHER ANIMAL,PROPERTY DAMAGE ONLY,HUMBOLDT,Thu Nov 09 00:00:00 PST 2017,Sun Dec 31 22:49:00 PST 1899,22:49:00,IR80E,100,E,MILE MARKER 43,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,PICKUP,E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,OTHER ANIMAL,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,WNPD,2423883,Null,Null,Null,2017-11-10T06:49:00.000Z,{80B7D344-21F0-4833-BD9D-60947F4CE023}
419738,264407.2059,4365255.085,39.4,-119.7,2017-11-09,HORSE,PROPERTY DAMAGE ONLY,WASHOE,Thu Nov 09 00:00:00 PST 2017,Sun Dec 31 18:38:00 PST 1899,18:38:00,VETERANS PKWY,25,E,CURTI RANCH RD,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,CARRY-ALL,E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,RPD,2403871,Null,Null,Null,2017-11-10T02:38:00.000Z,{46530075-6E24-40AF-A641-9A0DFD16AF17}
417345,343387.088,4371781.119,39.48,-118.8,2017-11-09,DEER,PROPERTY DAMAGE ONLY,CHURCHILL,Thu Nov 09 00:00:00 PST 2017,Sun Dec 31 05:48:00 PST 1899,5:48:00,US50E,218,W,RIVER VILLAGE DR,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,VAN,E,75,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2414955,Null,Null,Null,2017-11-09T13:48:00.000Z,{6BEEC04A-4F7B-42C8-B183-F4FC9394CBDE}
423912,247106.06,4336262.76,39.14,-119.9,2017-11-09,DEER,INJURY CRASH,CARSON CITY,Thu Nov 09 00:00:00 PST 2017,Sun Dec 31 19:26:00 PST 1899,19:26:00,SR28,800,S,MILE MARKER 2,CLOUDY,-9999,1,Null,B,REAR-END,2,CARRY-ALL,S,18,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,DRIVING TOO FAST FOR CONDITIONS: DROVE LEFT OF CENTER,Null,SLOW/STOPPED VEHICLE,CARRY-ALL,S,48,1,STOPPED,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2415030,Null,Null,Null,2017-11-10T03:26:00.000Z,{A318EDB1-0206-4340-92C3-B179940458BD}
414004,743998.1547,4073851.966,36.78,-114.3,2017-11-09,CATTLE,INJURY CRASH,CLARK,Thu Nov 09 00:00:00 PST 2017,Sun Dec 31 20:25:00 PST 1899,20:25:00,IR15S,2400,N,MILE MARKER 110,CLEAR,-9999,3,Null,A,HEAD-ON,3,"HATCHBACK, 4 DOOR",S,57,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE: RAN OFF ROAD RIGHT: PARKED MOTOR VEHICLE,SEMI,S,Null,1,PARKED,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2415034,Null,Null,Null,2017-11-10T04:25:00.000Z,{B785F37D-7523-4302-A43B-8761C619DEBA}
415181,629642.5586,4043237.089,36.53,-115.6,2017-11-09,BURRO,PROPERTY DAMAGE ONLY,CLARK,Thu Nov 09 00:00:00 PST 2017,Sun Dec 31 16:10:00 PST 1899,16:10:00,US95S,1320,S,MILE MARKER 112,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,VAN,S,64,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,BURRO,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DUSK,DRY,NHP,2415018,Null,Null,Null,2017-11-10T00:10:00.000Z,{3A915F92-6AA3-4958-A39C-C14E59D25B7C}
420849,273859.3144,4409543.565,39.81,-119.6,2017-11-16,HORSE,PROPERTY DAMAGE ONLY,WASHOE,Thu Nov 16 00:00:00 PST 2017,Sun Dec 31 05:42:00 PST 1899,5:42:00,WHISKEY SPRINGS RD,6864,E,SR445,CLOUDY: RAIN,-9999,-9999,PDO,O,NON-COLLISION,1,CARRY-ALL,W,45,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,DRIVING TOO FAST FOR CONDITIONS,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,WASO,2423780,Null,Null,Null,2017-11-16T13:42:00.000Z,{88E617E7-BE4F-48E7-AC60-17BE8FE70A51}
417957,341499.5483,4369448.48,39.46,-118.8,2017-11-16,DEER,PROPERTY DAMAGE ONLY,CHURCHILL,Thu Nov 16 00:00:00 PST 2017,Sun Dec 31 14:14:00 PST 1899,14:14:00,SR117,1200,W,LIMA LN,CLOUDY,-9999,-9999,PDO,O,NON-COLLISION,1,PICKUP,E,36,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,DRY,NHP,2415468,Null,Null,Null,2017-11-16T22:14:00.000Z,{4ED01238-B412-4DA0-9625-62F3EC6782C8}
420863,578491.2021,4508664.044,40.73,-116.1,2017-11-16,DEER,PROPERTY DAMAGE ONLY,ELKO,Thu Nov 16 00:00:00 PST 2017,Sun Dec 31 17:31:00 PST 1899,17:31:00,IR80W,1584,W,MILE MARKER 5,RAIN,-9999,-9999,PDO,O,NON-COLLISION,1,"SEDAN, 4 DOOR",W,29,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2415479,Null,Null,Null,2017-11-17T01:31:00.000Z,{C2A9B108-178E-4BD9-9106-67202104EB4C}
417628,301596.8298,4362296.618,39.39,-119.3,2017-11-23,HORSE,INJURY CRASH,LYON,Thu Nov 23 00:00:00 PST 2017,Sun Dec 31 17:15:00 PST 1899,17:15:00,US50E,600,E,SHIRLEE AVE,CLOUDY,-9999,1,Null,C,REAR-END,2,PICKUP,E,35,1,GOING STRAIGHT,HAD BEEN DRINKING,Null,Null,Null,SLOW/STOPPED VEHICLE,CARRY-ALL,E,28,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2415924,Null,Null,Null,2017-11-24T01:15:00.000Z,{48DCECC1-1DEB-40C3-889A-0BD88639F33B}
413956,611824.9295,4518024.918,40.81,-115.7,2017-11-23,DEER,PROPERTY DAMAGE ONLY,ELKO,Thu Nov 23 00:00:00 PST 2017,Sun Dec 31 02:55:00 PST 1899,2:55:00,SPRING VALLEY PKWY,751,N,GILIA DR,CLEAR,-9999,-9999,PDO,N,NON-COLLISION,1,"HATCHBACK, 4 DOOR",W,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,ECSO,2405285,Null,Null,Null,2017-11-23T10:55:00.000Z,{B8AF426C-6AB0-4EAA-A6D9-08CE96D9EC02}
417728,636202.4438,4145088.335,37.44,-115.5,2017-11-23,CATTLE,INJURY CRASH,LINCOLN,Thu Nov 23 00:00:00 PST 2017,Sun Dec 31 05:00:00 PST 1899,5:00:00,SR375,1056,E,MILE MARKER 31,CLOUDY,-9999,2,Null,C,NON-COLLISION,1,"SEDAN, 4 DOOR",W,42,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2415909,Null,Null,Null,2017-11-23T13:00:00.000Z,{126DD434-7DE0-416C-AEE3-9DC50AC16114}
414164,265890.4353,4341364.218,39.19,-119.7,2017-11-30,HORSE,PROPERTY DAMAGE ONLY,CARSON CITY,Thu Nov 30 00:00:00 PST 2017,Sun Dec 31 03:08:00 PST 1899,3:08:00,ARROWHEAD DR,990,W,CENTENNIAL PARK DR,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,PICKUP,E,-9999,-9999,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,CCSO,2404833,Null,Null,Null,2017-11-30T11:08:00.000Z,{30CE0890-EC6C-40BA-8DFB-4BB57FBF8BDD}
417535,273314.1402,4344820.332,39.22,-119.6,2017-11-30,HORSE,PROPERTY DAMAGE ONLY,LYON,Thu Nov 30 00:00:00 PST 2017,Sun Dec 31 20:23:00 PST 1899,20:23:00,US50E,1056,E,MILE MARKER 3,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,UTILITY,E,73,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2416369,Null,Null,Null,2017-12-01T04:23:00.000Z,{171F90C3-7CB8-4588-A08E-5025F645E6C8}
421906,580765.57,4217142.141,38.1,-116.1,2017-11-30,CATTLE,PROPERTY DAMAGE ONLY,NYE,Thu Nov 30 00:00:00 PST 2017,Sun Dec 31 18:50:00 PST 1899,18:50:00,SR375,528,W,MILE MARKER 20,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,SEMI,N,55,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,DRIVING TOO FAST FOR CONDITIONS,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2416364,Null,Null,Null,2017-12-01T02:50:00.000Z,{FA580B9D-A994-48EE-859D-92D546BB8039}
422663,410774.8874,4498672.564,40.63,-118.1,2017-11-30,CATTLE,PROPERTY DAMAGE ONLY,PERSHING,Thu Nov 30 00:00:00 PST 2017,Sun Dec 31 19:30:00 PST 1899,19:30:00,SR400,100,N,MILE MARKER 13,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,PICKUP,S,23,1,NOT REPORTED,APPARENTLY NORMAL,Null,DROVE LEFT OF CENTER,Null,RAN OFF ROAD LEFT: OVERTURN/ROLLOVER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2416367,Null,Null,Null,2017-12-01T03:30:00.000Z,{3E97CC8D-FC27-44AA-82E0-AAE571A4445E}
409292,663881.3875,3989367.261,36.04,-115.2,2017-10-05,DOG/COYOTE,PROPERTY DAMAGE ONLY,CLARK,Thu Oct 05 00:00:00 PDT 2017,Sun Dec 31 19:54:00 PST 1899,19:54:00,IR15S,1500,S,SR160 E/W TO IR15S INT33,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,"HARDTOP, 4 DOOR",S,21,3,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DOG/COYOTE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - SPOT LIGHTING,DRY,NHP,2398885,Null,Null,Null,2017-10-06T02:54:00.000Z,{D4F33E02-E555-466E-9FED-B7C29A92C6B4}
407990,725137.3576,4200262.547,37.92,-114.4,2017-10-05,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Thu Oct 05 00:00:00 PDT 2017,Sun Dec 31 17:35:00 PST 1899,17:35:00,SR321,2112,S,MILE MARKER 2,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,UTILITY,S,66,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2398881,Null,Null,Null,2017-10-06T00:35:00.000Z,{669CD4DF-0E91-4BB0-8BEC-64EBCE1E1A11}
408751,651465.2243,4520519.306,40.82,-115.2,2017-10-05,DEER,PROPERTY DAMAGE ONLY,ELKO,Thu Oct 05 00:00:00 PDT 2017,Sun Dec 31 06:48:00 PST 1899,6:48:00,SR229,264,S,MILE MARKER 20,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,PICKUP,N,35,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,DRY,NHP,2398838,Null,Null,Null,2017-10-05T13:48:00.000Z,{1599052A-7DB4-46F7-801F-19F54C68C9A8}
408278,624888.9037,4154144.671,37.53,-115.6,2017-10-05,CATTLE,PROPERTY DAMAGE ONLY,LINCOLN,Thu Oct 05 00:00:00 PDT 2017,Sun Dec 31 20:42:00 PST 1899,20:42:00,SR375,1000,E,MILE MARKER 22,CLOUDY,-9999,-9999,PDO,O,NON-COLLISION,1,PICKUP,S,25,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2398886,Null,Null,Null,2017-10-06T03:42:00.000Z,{951ABE3E-6C8D-49FC-99D1-B4F80DBA6840}
408377,725078.9326,4179818.413,37.74,-114.4,2017-10-12,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Thu Oct 12 00:00:00 PDT 2017,Sun Dec 31 20:00:00 PST 1899,20:00:00,US93N,1320,S,MILE MARKER 104,CLEAR,-9999,-9999,PDO,O,UNKNOWN,2,"TRACTOR TRUCK, DIESEL",N,58,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,"SEDAN, 4 DOOR",S,20,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2399206,Null,Null,Null,2017-10-13T03:00:00.000Z,{D2895DEF-DE00-4F7E-B5AF-9B5CA1F7150F}
416800,703328.4636,4438242.997,40.07,-114.6,2017-10-19,ELK,PROPERTY DAMAGE ONLY,WHITE PINE,Thu Oct 19 00:00:00 PDT 2017,Sun Dec 31 01:20:00 PST 1899,1:20:00,US93N,528,N,MILE MARKER 113,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,PICKUP,S,41,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,ELK,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2413646,Null,Null,Null,2017-10-19T08:20:00.000Z,{08C07D81-32A9-49E2-A535-06F1D9840BD0}
414077,347536.4106,4369345.132,39.46,-118.8,2017-10-26,DEER,PROPERTY DAMAGE ONLY,CHURCHILL,Thu Oct 26 00:00:00 PDT 2017,Sun Dec 31 05:59:00 PST 1899,5:59:00,WILDES RD,2640,W,SR115,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,"SEDAN, 4 DOOR",E,23,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,UNKNOWN,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,CHSO,2404875,Null,Null,Null,2017-10-26T12:59:00.000Z,{C50746D3-0531-4896-AE87-93C03878C59C}
417132,475613.2642,4526957.19,40.89,-117.3,2017-10-26,DEER,PROPERTY DAMAGE ONLY,HUMBOLDT,Thu Oct 26 00:00:00 PDT 2017,Sun Dec 31 22:30:00 PST 1899,22:30:00,IR80W,0,E,MILE MARKER 42,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,"SEDAN, 4 DOOR",E,40,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2414126,Null,Null,Null,2017-10-27T05:30:00.000Z,{6C6B320D-AA9B-4350-9F4A-8432AE12E007}
417694,674744.8361,4192039.088,37.86,-115,2017-10-26,DEER,PROPERTY DAMAGE ONLY,LINCOLN,Thu Oct 26 00:00:00 PDT 2017,Sun Dec 31 21:00:00 PST 1899,21:00:00,SR318,1214,S,MILE MARKER 28,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,"HATCHBACK, 4 DOOR",S,68,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2414122,Null,Null,Null,2017-10-27T04:00:00.000Z,{AB42D0F3-D596-419B-96DA-721245E16BCE}
409089,618114.0168,4508870.35,40.72,-115.6,2017-09-07,DEER,PROPERTY DAMAGE ONLY,ELKO,Thu Sep 07 00:00:00 PDT 2017,Sun Dec 31 21:30:00 PST 1899,21:30:00,SR227,5,S,MILE MARKER 13,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,CARRY-ALL,S,33,1,CHANGING LANES,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2397328,Null,Null,Null,2017-09-08T04:30:00.000Z,{630BA31C-C628-4649-9C5B-114AAAD60C73}
409304,660147.3836,4173013.197,37.69,-115.2,2017-09-07,DEER,INJURY CRASH,LINCOLN,Thu Sep 07 00:00:00 PDT 2017,Sun Dec 31 05:30:00 PST 1899,5:30:00,SR318,528,S,MILE MARKER 12,CLOUDY,-9999,3,Null,C,NON-COLLISION,1,CARRY-ALL,N,46,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,DEER,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAWN,DRY,NHP,2397278,Null,Null,Null,2017-09-07T12:30:00.000Z,{7EF017F0-9953-43A8-8382-4FFC1FA7ECB8}
408566,322184.1877,4381237.758,39.56,-119.1,2017-09-21,DOG/COYOTE,PROPERTY DAMAGE ONLY,CHURCHILL,Thu Sep 21 00:00:00 PDT 2017,Sun Dec 31 06:50:00 PST 1899,6:50:00,US50A,1230,E,MILE MARKER 1,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,"HATCHBACK, 4 DOOR",E,46,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,DOG/COYOTE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DAYLIGHT,DRY,NHP,2398044,Null,Null,Null,2017-09-21T13:50:00.000Z,{2264CD63-724B-4C7B-8ACE-671DF5CA663E}
411359,396796.4776,4262902.855,38.51,-118.2,2017-09-21,CATTLE,PROPERTY DAMAGE ONLY,MINERAL,Thu Sep 21 00:00:00 PDT 2017,Sun Dec 31 02:36:00 PST 1899,2:36:00,US95N,250,S,MILE MARKER 25,RAIN,-9999,-9999,PDO,O,NON-COLLISION,1,"TRACTOR TRUCK, DIESEL",S,57,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,OBJECT AVOIDANCE,Null,CATTLE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2398038,Null,Null,Null,2017-09-21T09:36:00.000Z,{AA19E7A7-C259-41D4-821C-006C501D498F}
409010,295978.5932,4359815.624,39.36,-119.4,2017-09-28,HORSE,PROPERTY DAMAGE ONLY,LYON,Thu Sep 28 00:00:00 PDT 2017,Sun Dec 31 01:44:00 PST 1899,1:44:00,US50,470,W,MILE MARKER 21,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,SEMI,W,73,1,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2398434,Null,Null,Null,2017-09-28T08:44:00.000Z,{B56F0DFD-7292-49DE-B3F1-E5509993B263}
409122,282583.2084,4353050.944,39.3,-119.5,2017-09-28,HORSE,PROPERTY DAMAGE ONLY,LYON,Thu Sep 28 00:00:00 PDT 2017,Sun Dec 31 22:36:00 PST 1899,22:36:00,US50,100,W,FORT CHURCHILL RD,CLEAR,-9999,-9999,PDO,O,NON-COLLISION,1,"SEDAN, 2 DOOR",E,75,2,GOING STRAIGHT,APPARENTLY NORMAL,Null,Null,Null,HORSE,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,DRY,DARK - NO LIGHTING,DRY,NHP,2398500,Null,Null,Null,2017-09-29T05:36:00.000Z,{BD9C43DE-B65E-4CE6-A625-E1C0E5C13E16}
